Title,Cinema Name,Friday 08,Monday 11,Saturday 09,Sunday 10,Tuesday 12
Mortal Kombat 2,IMAX at Premiere - Sheikh Z...,"01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM"
Mortal Kombat 2,Madinaty Cinema,"01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM","01:00 PM, 04:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:30 AM"
Mortal Kombat 2,Nile City Cinema,"01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 12:00 AM"
Mortal Kombat 2,Nile View Banha Cinema,"06:45 PM, 09:30 PM, 12:00 AM","06:45 PM, 09:30 PM, 12:00 AM","06:45 PM, 09:30 PM, 12:00 AM","06:45 PM, 09:30 PM, 12:00 AM","06:45 PM, 09:30 PM, 12:00 AM"
Mortal Kombat 2,Premiere Americana Cinema,"02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM","02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM","02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM","02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM","02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM"
Mortal Kombat 2,Premiere Americana MX4D Cinema,"02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM","02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM","02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM","02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM","02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM"
Mortal Kombat 2,Premiere Point 90 Cinema,"01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:45 PM, 09:30 PM, 11:00 AM, 12:00 AM"
Mortal Kombat 2,Premiere Point 90 MX4D Cinema,"02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM","02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM","02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM","02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM","02:30 PM, 05:00 PM, 07:45 PM, 10:30 PM, 12:00 PM"
Mortal Kombat 2,Renaissance Masria plaza C...,"01:15 PM, 07:00 PM, 12:00 AM","01:15 PM, 07:00 PM, 12:00 AM","01:15 PM, 07:00 PM, 12:00 AM","01:15 PM, 07:00 PM, 12:00 AM","01:15 PM, 07:00 PM, 12:00 AM"
Mortal Kombat 2,Renaissance Smouha Complex ...,"02:15 PM, 06:15 PM, 10:15 AM, 10:15 PM, 12:15 AM","02:15 PM, 06:15 PM, 10:15 AM, 10:15 PM, 12:15 AM","02:15 PM, 06:15 PM, 10:15 AM, 10:15 PM, 12:15 AM","02:15 PM, 06:15 PM, 10:15 AM, 10:15 PM, 12:15 AM","02:15 PM, 06:15 PM, 10:15 AM, 10:15 PM, 12:15 AM"
Mortal Kombat 2,San Stefano Mall Cinema,"01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 10:30 AM, 12:00 AM"
Mortal Kombat 2,Sea cinema Amir Cinema,"01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM"
Mortal Kombat 2,Sea cinema Arabella Cinema,"01:00 AM, 02:30 PM, 03:00 PM, 05:00 PM, 05:30 PM, 07:30 PM, 08:00 PM, 10:00 AM, 10:00 PM, 10:30 PM, 12:00 PM, 12:15 PM, 12:30 AM","01:00 AM, 02:30 PM, 03:00 PM, 05:00 PM, 05:30 PM, 07:30 PM, 08:00 PM, 10:00 AM, 10:00 PM, 10:30 PM, 12:00 PM, 12:15 PM, 12:30 AM","01:00 AM, 02:30 PM, 03:00 PM, 05:00 PM, 05:30 PM, 07:30 PM, 08:00 PM, 10:00 AM, 10:00 PM, 10:30 PM, 12:00 PM, 12:15 PM, 12:30 AM","01:00 AM, 02:30 PM, 03:00 PM, 05:00 PM, 05:30 PM, 07:30 PM, 08:00 PM, 10:00 AM, 10:00 PM, 10:30 PM, 12:00 PM, 12:15 PM, 12:30 AM","01:00 AM, 02:30 PM, 03:00 PM, 05:00 PM, 05:30 PM, 07:30 PM, 08:00 PM, 10:00 AM, 10:00 PM, 10:30 PM, 12:00 PM, 12:15 PM, 12:30 AM"
Mortal Kombat 2,Sea cinema El-gouna Cinema,"04:00 PM, 07:00 PM","04:00 PM, 07:00 PM","04:00 PM, 07:00 PM","04:00 PM, 07:00 PM","04:00 PM, 07:00 PM"
Mortal Kombat 2,Sun City Cinema,"01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM"
Mortal Kombat 2,Vox City Center Cinema,"01:15 PM, 04:00 PM, 06:50 PM, 09:45 PM, 10:30 AM","02:45 PM, 05:45 PM, 08:30 PM, 12:00 PM","02:45 PM, 05:45 PM, 08:30 PM, 12:00 PM","03:00 PM, 06:00 PM, 08:50 PM, 12:15 PM","03:00 PM, 06:00 PM, 08:45 PM, 12:15 PM"
Mortal Kombat 2,Vox City Centre Almaza Cinema,"01:15 PM, 01:30 PM, 02:00 PM, 04:00 PM, 04:15 PM, 04:45 PM, 06:45 PM, 07:30 PM, 09:30 PM, 10:00 PM, 10:15 PM, 11:15 AM","01:00 PM, 03:00 PM, 03:30 PM, 03:45 PM, 05:45 PM, 06:15 PM, 06:30 PM, 08:30 PM, 09:00 PM, 09:15 PM, 12:15 PM, 12:45 PM","01:00 PM, 03:00 PM, 03:15 PM, 03:45 PM, 05:45 PM, 06:00 PM, 06:30 PM, 08:30 PM, 08:45 PM, 09:15 PM, 12:15 PM, 12:30 PM","01:00 PM, 03:00 PM, 03:30 PM, 03:45 PM, 05:45 PM, 06:15 PM, 06:30 PM, 08:30 PM, 09:00 PM, 09:15 PM, 12:15 PM, 12:45 PM","01:00 PM, 03:00 PM, 03:30 PM, 03:45 PM, 05:45 PM, 06:15 PM, 06:30 PM, 08:30 PM, 09:00 PM, 09:15 PM, 12:15 PM, 12:45 PM"
Mortal Kombat 2,Vox Mall of Egypt Cinema,"01:30 PM, 02:00 PM, 02:30 PM, 03:15 PM, 04:15 PM, 04:45 PM, 05:15 PM, 06:00 PM, 07:00 PM, 07:45 PM, 08:00 PM, 08:45 PM, 10:30 PM, 10:45 AM, 10:45 PM, 11:45 AM, 12:30 PM","01:15 PM, 02:00 PM, 03:00 PM, 03:30 PM, 04:00 PM, 04:45 PM, 05:45 PM, 06:30 PM, 06:45 PM, 07:30 PM, 08:30 PM, 09:15 PM, 09:30 PM, 12:15 PM, 12:45 PM","01:15 PM, 02:00 PM, 04:00 PM, 04:45 PM, 06:40 PM, 06:45 PM, 07:30 PM, 09:30 PM","01:15 PM, 02:00 PM, 03:30 PM, 04:00 PM, 04:45 PM, 06:30 PM, 06:45 PM, 07:30 PM, 09:15 PM, 09:30 PM, 12:45 PM","01:15 PM, 02:00 PM, 03:00 PM, 03:30 PM, 04:00 PM, 04:45 PM, 05:45 PM, 06:30 PM, 06:45 PM, 07:30 PM, 08:30 PM, 09:15 PM, 09:30 PM, 12:15 PM, 12:45 PM"
Mortal Kombat 2,Zamalek Cinema,"04:00 PM, 10:00 PM, 11:00 AM","04:00 PM, 10:00 PM, 11:00 AM","04:00 PM, 10:00 PM, 11:00 AM","04:00 PM, 10:00 PM, 11:00 AM","04:00 PM, 10:00 PM, 11:00 AM"
Mortal Kombat 2,altahrir Cinema,"04:45 PM, 09:45 PM, 11:45 AM","04:45 PM, 09:45 PM, 11:45 AM","04:45 PM, 09:45 PM, 11:45 AM","04:45 PM, 09:45 PM, 11:45 AM","04:45 PM, 09:45 PM, 11:45 AM"
Project Hail Mary,Arkan Cinema,"01:00 PM, 09:30 PM","01:00 PM, 09:30 PM","01:00 PM, 09:30 PM","01:00 PM, 09:30 PM","01:00 PM, 09:30 PM"
Project Hail Mary,Cairo Festival Scene Cinema,"03:00 PM, 06:00 PM, 09:00 PM, 12:00 AM, 12:00 PM","03:00 PM, 06:00 PM, 09:00 PM, 12:00 AM, 12:00 PM","03:00 PM, 06:00 PM, 09:00 PM, 12:00 AM, 12:00 PM","03:00 PM, 06:00 PM, 09:00 PM, 12:00 AM, 12:00 PM","03:00 PM, 06:00 PM, 09:00 PM, 12:00 AM, 12:00 PM"
Project Hail Mary,District 5 Scene Cinema,"09:00 PM, 12:00 AM","09:00 PM, 12:00 AM","09:00 PM, 12:00 AM","09:00 PM, 12:00 AM","09:00 PM, 12:00 AM"
Project Hail Mary,Galaxy Cineplex Mall of Ara...,"09:30 PM, 12:15 AM","09:30 PM, 12:15 AM","09:30 PM, 12:15 AM","09:30 PM, 12:15 AM","09:30 PM, 12:15 AM"
Project Hail Mary,Green Plaza Cinema,"03:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:30 AM","03:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:30 AM","03:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:30 AM","03:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:30 AM","03:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:30 AM"
Project Hail Mary,Madinaty Cinema,"02:00 PM, 05:00 PM, 08:00 PM, 11:00 AM, 11:00 PM","02:00 PM, 05:00 PM, 08:00 PM, 11:00 AM, 11:00 PM","02:00 PM, 05:00 PM, 08:00 PM, 11:00 AM, 11:00 PM","02:00 PM, 05:00 PM, 08:00 PM, 11:00 AM, 11:00 PM","02:00 PM, 05:00 PM, 08:00 PM, 11:00 AM, 11:00 PM"
Project Hail Mary,Premiere Americana Cinema,"03:30 PM, 06:30 PM, 09:30 PM, 12:30 AM, 12:30 PM","03:30 PM, 06:30 PM, 09:30 PM, 12:30 AM, 12:30 PM","03:30 PM, 06:30 PM, 09:30 PM, 12:30 AM, 12:30 PM","03:30 PM, 06:30 PM, 09:30 PM, 12:30 AM, 12:30 PM","03:30 PM, 06:30 PM, 09:30 PM, 12:30 AM, 12:30 PM"
Project Hail Mary,Premiere Point 90 Cinema,09:30 PM,09:30 PM,09:30 PM,09:30 PM,09:30 PM
Project Hail Mary,Sun City Cinema,"01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 11:45 PM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 11:45 PM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 11:45 PM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 11:45 PM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 11:45 PM"
Project Hail Mary,Vox City Center Cinema,04:50 PM,03:45 PM,04:00 PM,04:15 PM,04:15 PM
Project Hail Mary,Vox City Centre Almaza Cinema,07:00 PM,06:00 PM,06:00 PM,05:45 PM,05:45 PM
Project Hail Mary,Vox Mall of Egypt Cinema,"06:15 PM, 10:00 PM","01:45 PM, 05:00 PM, 08:15 PM","01:45 PM, 05:00 PM, 08:15 PM","01:45 PM, 05:00 PM, 08:15 PM","01:50 PM, 05:05 PM, 08:20 PM"
Saffah El Tagammou,Alex. Metro Cinema,"02:30 PM, 04:30 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM, 12:30 PM","02:30 PM, 04:30 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM, 12:30 PM","02:30 PM, 04:30 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM, 12:30 PM","02:30 PM, 04:30 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM, 12:30 PM","02:30 PM, 04:30 PM, 06:30 PM, 09:30 PM, 10:30 AM, 12:00 AM, 12:30 PM"
Saffah El Tagammou,Alshab Bani Sweif Cinema,"02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM","02:00 PM, 04:00 PM, 06:00 PM, 10:00 AM, 12:00 PM"
Saffah El Tagammou,CINE MAX EL MINYA Cinema,"03:30 PM, 06:00 PM, 09:00 PM","03:30 PM, 06:00 PM, 09:00 PM","03:30 PM, 06:00 PM, 09:00 PM","03:30 PM, 06:00 PM, 09:00 PM","03:30 PM, 06:00 PM, 09:00 PM"
Saffah El Tagammou,Cairo Festival Scene Cinema,"01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM"
Saffah El Tagammou,Cairo Mall Cinema,"01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM"
Saffah El Tagammou,Cine Max Cinema,"04:00 PM, 06:30 PM, 09:00 PM, 11:30 PM","04:00 PM, 06:30 PM, 09:00 PM, 11:30 PM","04:00 PM, 06:30 PM, 09:00 PM, 11:30 PM","04:00 PM, 06:30 PM, 09:00 PM, 11:30 PM","04:00 PM, 06:30 PM, 09:00 PM, 11:30 PM"
Saffah El Tagammou,City Stars Cinema,"01:15 PM, 04:00 PM, 06:15 PM, 08:15 PM, 10:15 AM, 10:15 PM, 12:15 AM","01:15 PM, 04:00 PM, 06:15 PM, 08:15 PM, 10:15 AM, 10:15 PM, 12:15 AM","01:15 PM, 04:00 PM, 06:15 PM, 08:15 PM, 10:15 AM, 10:15 PM, 12:15 AM","01:15 PM, 04:00 PM, 06:15 PM, 08:15 PM, 10:15 AM, 10:15 PM, 12:15 AM","01:15 PM, 04:00 PM, 06:15 PM, 08:15 PM, 10:15 AM, 10:15 PM, 12:15 AM"
Saffah El Tagammou,Cosmos Cinema,"01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 09:00 PM, 10:00 AM"
Saffah El Tagammou,Dandy Mall Cinema,"01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 12:00 AM","01:00 PM, 04:00 PM, 07:00 PM, 09:30 PM, 12:00 AM"
Saffah El Tagammou,Diamond Bandar Maadi Cinema,"07:30 PM, 10:00 AM","07:30 PM, 10:00 AM","07:30 PM, 10:00 AM","07:30 PM, 10:00 AM","07:30 PM, 10:00 AM"
Saffah El Tagammou,District 5 Scene Cinema,"08:15 PM, 10:15 PM, 12:30 AM","08:15 PM, 10:15 PM, 12:30 AM","08:15 PM, 10:15 PM, 12:30 AM","08:15 PM, 10:15 PM, 12:30 AM","08:15 PM, 10:15 PM, 12:30 AM"
Saffah El Tagammou,Downtown Cinema,05:00 PM,05:00 PM,05:00 PM,05:00 PM,05:00 PM
Saffah El Tagammou,Galaxy Cineplex Mall of Ara...,"01:00 AM, 01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM, 11:00 AM, 11:00 PM, 12:00 AM, 12:00 PM","01:00 AM, 01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM, 11:00 AM, 11:00 PM, 12:00 AM, 12:00 PM","01:00 AM, 01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM, 11:00 AM, 11:00 PM, 12:00 AM, 12:00 PM","01:00 AM, 01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM, 11:00 AM, 11:00 PM, 12:00 AM, 12:00 PM","01:00 AM, 01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM, 11:00 AM, 11:00 PM, 12:00 AM, 12:00 PM"
Saffah El Tagammou,Galaxy ElMaadi Dine in Cinema,"01:00 AM, 01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM","01:00 AM, 01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM","01:00 AM, 01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM","01:00 AM, 01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM","01:00 AM, 01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 09:00 PM, 11:00 AM, 11:00 PM"
Saffah El Tagammou,Galaxy Mega Cinema,"01:00 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM","01:00 PM, 08:00 PM, 10:15 PM, 10:30 AM, 12:30 AM"
Saffah El Tagammou,Galaxy Tanta Cinema,"03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 12:30 AM","03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 12:30 AM","03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 12:30 AM","03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 12:30 AM","03:15 PM, 05:30 PM, 08:00 PM, 10:15 PM, 12:30 AM"
Saffah El Tagammou,Golden Stars DELUX Cinema,"04:00 PM, 10:00 PM, 10:15 AM","04:00 PM, 10:00 PM, 10:15 AM","04:00 PM, 10:00 PM, 10:15 AM","04:00 PM, 10:00 PM, 10:15 AM","04:00 PM, 10:00 PM, 10:15 AM"
Saffah El Tagammou,Golf City Cinema,"01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:15 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM"
Saffah El Tagammou,Green Plaza Cinema,"07:00 PM, 10:00 PM, 12:30 AM","07:00 PM, 10:00 PM, 12:30 AM","07:00 PM, 10:00 PM, 12:30 AM","07:00 PM, 10:00 PM, 12:30 AM","07:00 PM, 10:00 PM, 12:30 AM"
Saffah El Tagammou,Horeya Cinema Cinema,"01:00 PM, 03:30 PM, 06:15 PM, 08:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:15 PM, 08:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:15 PM, 08:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:15 PM, 08:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:15 PM, 08:30 PM, 10:30 AM"
Saffah El Tagammou,Lido Cinema Cinema,"01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM","01:00 PM, 03:00 PM, 05:00 PM, 07:00 PM, 10:30 AM"
Saffah El Tagammou,Madinaty Cinema,"07:00 PM, 12:30 AM","07:00 PM, 12:30 AM","07:00 PM, 12:30 AM","07:00 PM, 12:30 AM","07:00 PM, 12:30 AM"
Saffah El Tagammou,Metro Cairo Cinema,"01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM","01:30 PM, 04:00 PM, 06:30 PM, 09:30 PM, 11:00 AM, 12:00 AM"
Saffah El Tagammou,Nile View Banha Cinema,"01:00 PM, 07:00 PM, 12:15 AM","01:00 PM, 07:00 PM, 12:15 AM","01:00 PM, 07:00 PM, 12:15 AM","01:00 PM, 07:00 PM, 12:15 AM","01:00 PM, 07:00 PM, 12:15 AM"
Saffah El Tagammou,Odeon Cinema,"02:30 PM, 05:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:00 AM, 12:30 PM","02:30 PM, 05:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:00 AM, 12:30 PM","02:30 PM, 05:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:00 AM, 12:30 PM","02:30 PM, 05:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:00 AM, 12:30 PM","02:30 PM, 05:00 PM, 07:00 PM, 10:00 PM, 10:30 AM, 12:00 AM, 12:30 PM"
Saffah El Tagammou,Renaissance Masria plaza C...,"04:00 PM, 09:30 PM, 10:30 AM","04:00 PM, 09:30 PM, 10:30 AM","04:00 PM, 09:30 PM, 10:30 AM","04:00 PM, 09:30 PM, 10:30 AM","04:00 PM, 09:30 PM, 10:30 AM"
Saffah El Tagammou,Rivoli Tanta Cinema,"01:00 PM, 03:00 PM, 06:00 PM, 08:00 PM, 09:00 AM, 11:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 08:00 PM, 09:00 AM, 11:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 08:00 PM, 09:00 AM, 11:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 08:00 PM, 09:00 AM, 11:00 AM","01:00 PM, 03:00 PM, 06:00 PM, 08:00 PM, 09:00 AM, 11:00 AM"
Saffah El Tagammou,San Stefano Mall Cinema,"10:15 PM, 12:30 AM","10:15 PM, 12:30 AM","10:15 PM, 12:30 AM","10:15 PM, 12:30 AM","10:15 PM, 12:30 AM"
Saffah El Tagammou,Sea Cinema Royal Plaza Mont...,"01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM","01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM","01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM","01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM","01:00 PM, 02:00 PM, 03:00 PM, 04:00 PM, 05:00 PM, 06:00 PM, 07:00 PM, 08:00 PM, 09:00 PM, 10:00 PM"
Saffah El Tagammou,Sea cinema Amir Cinema,"01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM","01:00 PM, 03:30 PM, 06:30 PM, 09:30 PM, 10:30 AM"
Saffah El Tagammou,Sun City Cinema,"01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM","01:00 PM, 03:45 PM, 06:45 PM, 09:45 PM, 10:15 AM, 12:15 AM"
